Unnamed: 0,name,address,cuisine,lat,lon,image_url,rating,coordinates,square_i,square_j
7899,Vitadeals.Sg,Vitadeals.Sg - Loyang Way,"[""Wellness"", ""Health & Wellness"", ""Mart""]",1.372510170600726,103.971405,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJKTTDFAN6KNT/hero/78e4fd49ff434187b09e0c1be0fb3961_1611567593384481539.jpg,5.0,"[1.372510170600726, 103.971405]",5,13
7925,Freshening Professional,Freshening Professional - Loyang Link,"[""Wellness"", ""Mart"", ""Health & Beauty""]",1.383064075,103.97242833333333,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZKELFJDUBMCNA/hero/37b400631f9f449f8604af619e65227b_1592465903151196923.jpeg,,"[1.383064075, 103.97242833333333]",5,13
13688,Natureally,Natureally - Loyang Way,"[""Convenience"", ""Local"", ""Snack""]",1.375026156,103.9731334,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T2EX5GR65KR2/hero/674e53e450ef4911aaa75ebbf11aa145_1621825366852801933.jpg,,"[1.375026156, 103.9731334]",5,13
13820,AAA Mokita Chill & Thrill Restaurant,AAA Mokita Chill & Thrill Restaurant - Changi Village Road,"[""Asian"", ""BBQ"", ""Seafood"", ""Thai""]",1.3879707,103.98739525,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2BENUK1JBCCLA/hero/7dc0c40afdcb4191a2f49228527491f1_1602467064983746821.jpeg,,"[1.3879707, 103.98739525]",5,13
14163,Ching Hao Wei,Ching Hao Wei - Loyang Enterprise Building,"[""Chinese"", ""Coffee & Tea"", ""Seafood""]",1.3800803,103.976239335,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJTPELYEP51A6/hero/861bc8b591fe47f09245d3491bb66928_1591351407860352922.jpeg,4.3,"[1.3800803, 103.976239335]",5,13
14169,Mr Mamak,Mr Mamak - Changi Village Road,"[""Noodles"", ""Thai""]",1.3885024897120668,103.9871627,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZCHNBD1RJ4WUA/hero/f1c661b1af9144fd9dd945a847f2393e_1584760481470105268.jpg,4.4,"[1.3885024897120668, 103.9871627]",5,13
14263,Tiong Bahru Hainanese Boneless Chicken Rice,Tiong Bahru Hainanese Boneless Chicken Rice - Changi Village Road,"[""Local"", ""Asian"", ""Chicken"", ""Islandwide Delivery""]",1.3891261969310955,103.9869892,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYUXNNJWRK4WBA/hero/be6e22c5c795435c9d42c44b2448fd71_1575207574399385161.jpeg,4.0,"[1.3891261969310955, 103.9869892]",5,13
14266,Chock Full of Beans,Chock Full of Beans - Changi Village Road,"[""Western"", ""Breakfast & Brunch"", ""Cold Brew""]",1.3893930922088646,103.9872072,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD07492/hero/44f22e23f6874fbdaf895738d1f4c4d6_1566809418748841533.jpeg,4.8,"[1.3893930922088646, 103.9872072]",5,13
14268,Wong Hing Kitchenette,Wong Hing Kitchenette - Changi Village Road [Stall 43],"[""Asian"", ""Chinese"", ""Noodles"", ""Seafood""]",1.3893117885027737,103.98819178228506,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZAJVFAYNXK1JT/hero/1518f630d0f746f9baf0310264030887_1580891418710593881.jpg,4.0,"[1.3893117885027737, 103.98819178228506]",5,13
14273,Changi Village Hawker Centre,Changi Village Hawker Centre,"[""Local""]",1.3892293,103.988124,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2M1ACLFPGA3FE/hero/a15630d98d6140cd98e4b33b260b341b_1617705603377007981.jpg,3.0,"[1.3892293, 103.988124]",5,13
